Row,energy,lipid,pro_syn,nucl_acid,ECM
ENSG00000078237,0,0,0,0,1.69335277419079e-09
ENSG00000078269,2.27519260055897e-08,0,0,0,0
ENSG00000078295,0,0,0,0,0
ENSG00000078747,0,0,0,0,0
ENSG00000078967,2.26364027447124e-08,0,0,0,0
ENSG00000079150,0,0,0,0,0
ENSG00000079215,0,0,0,2.90608775921509e-05,9.46461521040454e-05
ENSG00000079435,1.41343910215402e-09,0,0,0,6.97382118505163e-09
ENSG00000079459,0,1,0,0,6.98097948156444e-09
ENSG00000079462,0,0,0,0,8.64284106627216e-09
ENSG00000079739,2.26014797990085e-08,0,0,0,1
ENSG00000079805,0,0,0,0,0
ENSG00000080166,2.27484874598308e-08,0,0,0,8.98635603944376e-09
ENSG00000080493,0.0124804546237417,0.00384385648852343,0.00500975784026364,0.00105452165578179,0.00454879614914053
ENSG00000080511,2.25882456742315e-08,0,0,0,0
ENSG00000080802,0,0,0,0,0
ENSG00000080819,2.27283213192226e-08,0,0,0,8.90973316471305e-09
ENSG00000081181,9.85329424983048e-06,0,0.00254798990193869,2.5965598055775e-05,0.000232656824048891
ENSG00000081479,0,0,0,0,6.9619936927693e-09
ENSG00000081760,2.27286834954144e-08,0.00419485279195555,0,0,1.44240482320554e-09
ENSG00000081800,0,0,0,0,6.96783890879158e-09
ENSG00000081923,2.27474540315139e-08,0,0,0,0
ENSG00000082212,0.000314640762502477,0,0,0,0.00328392391222311
ENSG00000082996,0,0,0,0,0
ENSG00000083123,0.000560121183900712,0.0350011021251548,0.00291247359796114,0,0.0026057583844526
ENSG00000083168,2.26364027447124e-08,0,0,0,0
ENSG00000083223,0,0,0,1,0
ENSG00000083444,0,0,0,0,0
ENSG00000083720,2.27421760279388e-08,0,0,0,0.000235528251645183
ENSG00000083799,0,0,0,0,0
ENSG00000083807,2.27113561919184e-08,0,0,0,0
ENSG00000084072,0,0,0,0,0
ENSG00000084073,0,0,0,0,0
ENSG00000084090,2.2586906615418e-08,0,0,0,0
ENSG00000084110,0,0,0,0.00963601124208871,0.000373128753918132
ENSG00000084207,0,0,0,0,9.25584173930695e-09
ENSG00000084453,0,0,0,0,2.43878118560603e-09
ENSG00000084674,2.3317672375433e-08,0,0,0,1.79772899691343e-08
ENSG00000084676,0,0,0,0,0
ENSG00000084754,0.000903068939853702,0,0.00315900664732915,0,0.00456330642065296
ENSG00000084774,2.27275687953275e-08,0,0,1,0
ENSG00000085231,0,7.6064103671015e-05,0.0465648178060655,0.0120836940234262,0.0105070056316799
ENSG00000085377,0,0,0,0,0
ENSG00000085382,0,0,0,0,0
ENSG00000085415,0,0,0,1,0
ENSG00000085563,2.29709280915692e-08,0,0,0,1.63872708794642e-08
ENSG00000085662,1.11480175807354e-06,0,0,0,4.24760834716644e-06
ENSG00000085871,0,0,0,0,9.25584173930695e-09
ENSG00000085982,0,0,0,0,0
ENSG00000085998,2.27657079547913e-08,0,0,0,8.86424839141965e-09
ENSG00000086062,0,0,0,0,1
ENSG00000086159,0,0,0,0,5.43614175739663e-09
ENSG00000086475,0,0,0,0,0
ENSG00000086544,0,0,0,0,0
ENSG00000086696,0,0,0,0,9.74401138979691e-09
ENSG00000086758,0,0,0,0,0
ENSG00000086848,0,0,0,0,1
ENSG00000087008,2.3153633718665e-08,0,0,7.38327417004556e-06,1.63872727400105e-08
ENSG00000087053,0,0,0,0,8.91125803738093e-09
ENSG00000087076,2.27273582183475e-08,0,0,0,7.10052546754293e-09
ENSG00000087085,0,0,0,0,8.90907267080708e-09
ENSG00000087111,0,0,0,0,1.79553796692832e-08
ENSG00000087157,0,1,0,0,0
ENSG00000087253,2.31620318691196e-08,5.08103205614267e-05,0,0,0
ENSG00000087299,0,0,0,0,0
ENSG00000087470,0,0,0,0,0
ENSG00000088002,2.31395929563705e-08,0,0,0,1.0805602778848e-09
ENSG00000088035,0,0,0,0,1
ENSG00000088305,0,0,0,0,0
ENSG00000088386,2.27409241184049e-08,0,0.00274510519820599,0,0.000439370290594986
ENSG00000088451,0,0,0,0,0
ENSG00000088766,2.27478768068559e-08,1,0,0,0
ENSG00000088826,0,0,0,0,0
ENSG00000088832,0,0,0,0,0
ENSG00000089057,0,0,0,0,6.95611359150551e-09
ENSG00000089060,0,0,0,0,0
ENSG00000089234,0,0,0,0,0
ENSG00000089250,2.2796417942185e-08,0,0,0,0
ENSG00000089472,0,0,0,0,0
ENSG00000089597,2.27409255371141e-08,0,0,0,6.96220858585702e-09
ENSG00000090013,2.31282813852343e-08,0,0,0,9.1294464625327e-09
ENSG00000090020,2.27621644245514e-08,0,0,0,6.98589008320523e-09
ENSG00000090054,0,0.000654702570893302,0,0,1.62620930024282e-09
ENSG00000090060,0,0,0,1,0
ENSG00000090266,1,0.0635652539708886,0.134859100503784,0.108089567095468,0.154303885485784
ENSG00000090402,0,0,0,0,0
ENSG00000090432,0,0,0,0,0
ENSG00000090661,2.2828967995413e-08,0,0,0,1.63872846785153e-08
ENSG00000090686,0,0,0,0,0
ENSG00000090857,2.31792181123864e-08,0,0,0.000304442319764613,6.11488498594825e-09
ENSG00000090861,2.32561547123834e-08,0,1,0,1.79772852482569e-08
ENSG00000090971,0,0,0,0,1.63872708794642e-08
ENSG00000091137,0,0,0,0,0
ENSG00000091138,0,0,0,0,0.00847258221340299
ENSG00000091140,0.118078511353224,0.0922632583219442,0.0109359315970698,0.099412638406519,0.0461065718920264
ENSG00000091483,0.106955585000915,0,0.0180216770840917,0.0829599865450806,0.0229242984301653
ENSG00000091664,2.27551294509667e-08,0,0,0,8.65177308350897e-09
ENSG00000091704,2.31413231735781e-08,0,0,0,0
ENSG00000092009,0,0,0,0,9.28464237451744e-09
ENSG00000092068,0,0.00212223799176743,0.00245659357241693,0.00269300286910134,0.0148676246696575
ENSG00000092098,0,0,0,0,0
ENSG00000092148,2.26364027447124e-08,0,0,0,0
ENSG00000092295,0,0,0,0,0
ENSG00000092529,2.27402490154977e-08,0,0,0,0
ENSG00000092621,2.26827846046368e-08,0,0,0.0588453537634031,0.00450257785922143
ENSG00000092964,0,0,7.20679679963593e-05,0,3.40619353832932e-05
ENSG00000093000,0,0,0,1,0
ENSG00000093010,2.27406924634596e-08,0,0,0,6.98911627034028e-09
ENSG00000093072,0,0,0,0,9.23827523718206e-09
ENSG00000093217,2.27602080245626e-08,0,0,0,0
ENSG00000094841,0,0,0,0,6.96289450722791e-09
ENSG00000094914,0,0,0,1,0
ENSG00000094963,0,0,0,0,0
ENSG00000095059,0,0,0,0,1.79772974045161e-08
ENSG00000095139,0,0,0,0,1.63872846785153e-08
ENSG00000095303,0,0,0,0,0
ENSG00000095319,0,0,0,1,0
ENSG00000095321,0.000416246421532712,0.0761436683921564,0.000257199197018519,0,0.0453575664139682
ENSG00000095380,2.27313379003304e-08,0,0,0,9.01967842213631e-09
ENSG00000095464,0,0,0,0,8.90423928183417e-09
ENSG00000095596,0,0,0,0,0
ENSG00000095917,2.2983686746091e-08,0,0,0,6.95662276098607e-09
ENSG00000096006,0.0485696529518396,0.0487091323603946,0.000124493646164938,0.00807969956363246,0.00980481980303201
ENSG00000096060,0,0,0,0,0
ENSG00000096717,2.27479467289523e-08,0,0,0,7.33510732043168e-09
ENSG00000097021,3.84669684385357e-09,0.000783014575861625,0,0,1.63872746005567e-08
ENSG00000097033,2.27488538921503e-08,0,0,0,1.63872708794642e-08
ENSG00000099194,0,1,0,0,0
ENSG00000099377,2.27707496419479e-08,0,0,0,7.32164812911968e-09
ENSG00000099381,0,0,0,0,9.26027138975143e-09
ENSG00000099624,1,0.225986501436753,0.566053211895898,0.557987009181746,1.53493215078846
ENSG00000099785,0,0,0,0,0
ENSG00000099795,1,0.0635652539708886,0.134859100503784,0.108089567095468,0.154303885485784
ENSG00000099797,0,1,0,0,7.32815414913896e-09
ENSG00000099804,0,0,0,0,0
ENSG00000099810,2.27275507574534e-08,0,0,0,8.91388187267921e-09
ENSG00000099817,0,0,0,1,0
ENSG00000099821,0,0,0,1,0
ENSG00000099904,2.27488538921503e-08,0,0,0,1.63872708794642e-08
ENSG00000099998,2.27249863392353e-08,0,0.0115635744091351,0.0051789250653576,0.00321473834024869
ENSG00000100023,0,0,0,0,0
ENSG00000100024,2.85230431061718e-08,0,3.3966350886286e-06,0,3.54254607147256e-05
ENSG00000100031,0,0,0.0115635744091314,0.00484750651704375,0.00321473834019055
ENSG00000100033,0.00201029607535949,0.0319602712078892,0.00688898849719971,0.00106057266655538,0.0327486873431931
ENSG00000100075,3.36921893927194e-05,0,0.00128719805900848,0.00391171594098183,0.00348734285663999
ENSG00000100077,0,0,0,0,0
ENSG00000100078,2.25945271105574e-08,0,0,0,6.96199338267827e-09
ENSG00000100092,0,0,0,9.13337331249591e-06,9.28203791990889e-09
ENSG00000100116,2.27528244538598e-08,0,0,0,7.48265840306865e-09
ENSG00000100121,0,0,0.0115635744091314,0.00484750651704375,0.00321473834019055
ENSG00000100142,2.26701886963277e-08,0,0,1,0
ENSG00000100156,4.90473356362896e-08,0,6.49810923429918e-06,0.00351420206474917,0.0126925257758928
ENSG00000100170,2.27365897591216e-08,0,2.90819018935933e-05,0,0
ENSG00000100197,0,0,0,0,1.63872696391001e-08
ENSG00000100243,2.32561549150561e-08,0,0,0,0
ENSG00000100253,0,0,0,0,1.63872708794642e-08
ENSG00000100288,2.27799615234659e-08,0.0662418840714182,0,0,1.63872736702836e-08
ENSG00000100292,0,0,0,0,0
ENSG00000100294,2.28245762797435e-08,1,0,0,0
ENSG00000100299,2.27057920144301e-08,0,0,0,9.0037628446853e-09
ENSG00000100344,2.32561547123834e-08,0,0,0,0
ENSG00000100348,0,0,0,1,6.9763623810889e-09
ENSG00000100354,0,0,0,1,1.62623356358671e-09
ENSG00000100372,2.27527356831983e-08,0,0,0,1.63872848335608e-08
ENSG00000100393,0,0,0,0,0
ENSG00000100412,0,0,0,0,2.42335834281068e-09
ENSG00000100413,2.26011972732046e-08,0,0,1,1
ENSG00000100416,0,0,0,0,0
ENSG00000100417,2.27796708907523e-08,0,0,0,1
ENSG00000100422,0,0,1.10305429153226e-08,0,0
ENSG00000100442,0,0,0,0,0
ENSG00000100448,2.32561543070379e-08,0,0,0,1.63872738253291e-08
ENSG00000100479,0,0,0,1,7.39099347733438e-09
ENSG00000100504,0,0,0,0,0
ENSG00000100522,2.27118519294479e-08,0,0,0,1
ENSG00000100554,0,0,0,0,1.79809929072952e-08
ENSG00000100564,0,0,0,0,1.79772872546298e-08
ENSG00000100577,0,0,0,0,0
ENSG00000100596,2.25850430395455e-08,0.000654702570893302,0,0,1.62620930024282e-09
ENSG00000100600,2.32561541043651e-08,0,0,0,1.63872738253291e-08
